11,6,3
11,11,1
6,6,6
10,6,7
10,6,2
10,28,8
10,6,5
10,6,1
10,6,3
10,6,4
10,6,16
10,3,7
10,28,3
10,10,3
10,0,3
10,6,10
10,7,3
10,0,18
10,10,28
10,3,4
10,8,3
10,3,7
10,7,9
1,6,15
1,1,6
1,6,6
1,6,4
1,22,5
41,41,1
15,15,7
15,6,8
15,6,2
42,3,2
42,42,13
42,3,2
10,10,17
10,6,3
10,7,1
10,7,2
10,6,6
10,10,1
10,8,1
10,10,3
10,18,5
10,8,1
10,36,7
26,3,3
26,6,2
26,26,1
26,6,3
26,26,5
12,12,14
2,3,2
2,2,1
34,6,2
34,3,11
7,7,5
7,6,2
7,7,3
7,6,17
7,18,5
7,7,7
7,7,4
7,3,2
7,8,2
10,0,8
10,0,7
10,0,30
10,0,6
10,7,3
10,10,4
10,6,1
10,20,3
10,0,6
10,6,2
10,10,6
10,7,10
10,6,3
10,0,2
10,0,4
10,20,3
10,0,2
10,8,2
10,7,11
10,0,2
2,7,2
2,6,3
2,7,3
2,6,3
2,2,1
2,7,3
2,18,7
2,6,11
2,6,2
2,7,4
2,3,2
2,2,15
2,7,11
2,6,5
2,7,4
2,3,13
2,8,1
2,7,6
2,3,2
2,8,6
1,1,1
1,16,2
1,1,9
1,38,5
1,6,2
1,1,2
1,21,9
1,3,4
1,38,5
1,6,4
1,38,27
1,16,10
1,1,20
1,6,3
1,1,10
1,1,4
1,38,3
1,3,5
7,7,4
7,7,7
7,6,15
7,6,12
7,7,4
7,3,8
7,7,1
7,3,1
7,3,10
7,6,59
7,7,4
13,6,8
13,6,16
13,6,10
13,6,6
13,13,4
13,6,2
13,6,2
12,6,2
12,6,3
7,7,51
7,3,2
7,11,6
7,3,3
7,3,2
7,3,1
7,26,3
7,3,6
7,32,2
7,8,4
7,6,13
7,3,2
7,6,2
7,11,6
7,11,4
7,20,1
7,3,9
7,6,3
7,3,9
7,8,19
7,6,3
7,3,3
7,6,6
7,3,2
7,6,4
7,20,9
7,6,2
7,6,8
7,6,6
7,7,106
7,32,2
7,11,2
7,11,5
7,7,4
7,3,6
7,11,10
7,3,2
7,7,124
7,20,1
8,3,3
8,3,5
6,6,5
6,6,2
2,3,2
2,3,2
2,3,2
2,2,1
3,6,3
3,6,2
3,3,2
3,3,4
3,6,2
3,3,14
1,1,1
1,3,6
1,1,6
1,1,7
1,20,1
1,1,1
1,6,3
1,6,1
25,25,3
25,6,1
25,6,3
29,6,4
29,8,13
29,8,12
29,8,6
29,6,2
29,7,8
29,8,2
29,6,3
29,8,12
29,7,6
29,8,2
29,6,3
29,8,21
29,6,4
29,8,3
29,8,7
29,8,20
12,32,2
12,3,3
12,6,2
12,32,10
12,6,4
12,11,6
12,11,4
12,3,2
6,6,2
22,6,8
22,22,16
22,6,2
22,22,21
22,6,3
22,6,1
22,6,5
22,3,2
14,14,3
14,14,3
10,10,3
7,7,13
7,3,2
7,7,6
7,7,7
7,5,1
7,7,4
7,7,2
7,7,18
7,5,4
7,6,17
7,3,7
7,18,2
7,6,7
7,7,2
7,7,13
7,7,40
7,3,4
7,7,7
7,7,14
7,3,2
7,7,3
7,5,5
7,18,6
7,26,2
7,7,2
7,8,6
7,6,13
7,7,3
7,7,6
3,3,3
3,3,3
3,3,1
3,3,3
3,3,3
3,3,9
10,7,4
10,6,1
10,7,5
10,7,6
8,3,10
8,8,20
8,8,4
12,6,4
12,6,1
12,6,2
12,10,2
12,12,2
12,32,6
12,12,6
12,3,4
18,18,11
18,18,1
18,6,4
18,3,2
18,6,1
18,7,9
18,8,22
18,18,36
1,1,2
1,34,5
1,1,6
1,1,7
1,1,3
1,20,2
1,1,3
1,1,2
13,3,28
13,3,27
13,3,4
13,3,4
13,3,2
13,26,7
10,10,2
7,7,29
7,7,46
7,3,6
7,7,24
7,11,3
7,7,4
7,7,1
7,11,5
7,11,25
7,7,27
