label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,735.0,7407,73,667,11713,102413,0.13792456370801276,0.15212256885256,5.357362735492446e-06,6.1747462234530584e-06
1,54.0,1438,25,715,754,113372,0.0864,0.08044755244755245,9.498413413166912e-05,1.682215894324461e-05
2,137.0,3313,45,695,3341,110785,0.06765432098765432,0.1059312549960032,1.227347707874403e-05,8.950844208746385e-06
3,627.0,7079,88,652,14712,99414,0.08096590909090909,0.12337911321807027,2.8968373300263373e-06,4.840081201014673e-06
4,70.0,2045,35,705,2482,111644,0.05714285714285714,0.0828774062816616,1.1363038697315271e-05,7.379996351358674e-06
5,289.0,4520,52,688,7852,106274,0.10687869822485208,0.12634168157423972,4.68745661264208e-06,5.41665427147625e-06
6,81.0,1814,29,711,4135,109991,0.09631391200951249,0.08797710849216742,4.73733384605712e-06,3.9884542823482855e-06
7,1732.0,9359,77,663,22431,91695,0.29212346095462977,0.1833264774441245,3.4423150605451644e-06,4.550248938946392e-06
8,1267.0,10259,72,668,24666,89460,0.24440586419753085,0.21330256154357952,2.08247195094368e-06,4.649191218375235e-06
9,631.0,4629,54,686,7069,107057,0.2163923182441701,0.12495950761256884,1.2627384241756895e-05,6.116657033581516e-06
10,4.0,447,16,724,315,113811,0.015625,0.03858770718232044,4.031242126480222e-05,1.2468457522099086e-05
11,779.0,6921,74,666,8427,105699,0.14225712198685173,0.14043097151205258,1.0969617131776321e-05,7.77007081282832e-06
12,166.0,2167,48,692,3851,110275,0.0720486111111111,0.06523964354527938,1.1193374924588008e-05,5.102797407934332e-06
13,20.0,1188,35,705,1798,112328,0.0163265306122449,0.04814589665653495,6.18657982358349e-06,5.882185644314018e-06
14,451.0,450,17,723,580,113546,1.560553633217993,0.0366121552355382,0.001340665873959572,6.8330198242608035e-06
