label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,12356.0,15568,313,427,62028,52098,0.12612152823852443,0.11648248049023202,3.2114587142457095e-06,4.817525180227491e-06
1,97.0,923,14,726,1352,112774,0.49489795918367346,0.09081070444706808,5.306624417912538e-05,6.0536321110566945e-06
2,88.0,1660,13,727,679,113447,0.5207100591715976,0.17564278912284415,0.00019087239529673065,2.1549901920035245e-05
3,1.0,86,3,737,284,113842,0.1111111111111111,0.03889642695612845,1.2398333663955564e-05,2.6599752411978947e-06
4,7.0,358,4,736,76,114050,0.4375,0.12160326086956522,0.0012119113573407201,4.1302291238838e-05
5,17.0,401,8,732,694,113432,0.265625,0.06847677595628415,3.529636488966772e-05,5.093887071292875e-06
6,2.0,543,2,738,166,113960,0.5,0.3678861788617886,7.257947452460444e-05,2.870379376403473e-05
7,17.0,290,7,733,3563,110563,0.3469387755102041,0.0565191970376145,1.339113155770605e-06,7.36160246387656e-07
8,35.0,993,7,733,786,113340,0.7142857142857143,0.19352952640810758,5.665300519912722e-05,1.114662765683743e-05
9,1.0,64,2,738,88,114038,0.25,0.04336043360433604,0.00012913223140495868,6.377459507118042e-06
10,10.0,406,3,737,290,113836,1.1111111111111112,0.18362731795567616,0.00011890606420927467,1.2298394181102638e-05
11,5.0,184,10,730,202,113924,0.05,0.025205479452054796,0.0001225370061758651,7.995603113557379e-06
12,1.0,10,2,738,757,113369,0.25,0.006775067750677507,1.7450514702931163e-06,1.1652250288984546e-07
13,34.0,1182,10,730,852,113274,0.34,0.1619178082191781,4.6838149397165464e-05,1.2247505549922947e-05
14,6.0,156,4,736,158,113968,0.375,0.05298913043478261,0.0002403460983816696,8.66332454857415e-06
15,22.0,367,8,732,533,113593,0.34375,0.0626707650273224,7.744052040029709e-05,6.061600161030455e-06
16,3.0,93,3,737,49,114077,0.3333333333333333,0.04206241519674356,0.0012494793835901709,1.6637527141084262e-05
17,157.0,1182,27,713,6711,107415,0.21536351165980797,0.06139940782297024,3.4859822768664374e-06,1.6397034292545273e-06
18,102.0,2244,15,725,1507,112619,0.4533333333333333,0.2063448275862069,4.491316567806331e-05,1.3222023769439535e-05
19,0.0,7,2,738,183,113943,0.0,0.0047425474254742545,0.0,3.3570615237635114e-07
20,201.0,2287,19,721,3005,111121,0.556786703601108,0.166946492444704,2.225907458727966e-05,6.848974467894654e-06
