label,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r,NED,linear_weighted_sum
9,0.13708790582986646,-0.9530050155290126,0.08826331440643645,-0.002,0.02143575418994413,-0.12273560821548588
10,0.37680513967432705,-0.7970919602749307,0.08801911781606053,-0.10735607998409691,0.043648044692737434,-0.06994040123913033
11,0.3402107864401618,-0.8322894776663421,0.0798056304885655,-0.19623752005456704,0.043648044692737434,-0.08322599696328477
12,0.30972261632103304,-0.8726377600119225,0.07296120395625155,-0.28170326856828776,0.043648044692737434,-0.09641675394733938
13,0.2838610739924469,-0.8839854296149711,0.06716966812992675,-0.29716974709693955,0.043648044692737434,-0.10296842309427122
14,0.2736734451095026,-0.9065999866503287,0.08360929469245977,-0.35157302393911816,0.057530726256983244,-0.09702765864203895
15,0.2537713603189085,-0.929866138606071,0.07788027441937373,-0.408614185582465,0.057530726256983244,-0.10560632277938399
16,0.23631148709527033,-0.9570404486989368,0.0728672757411628,-0.46126473118158196,0.057530726256983244,-0.11439815587853543
17,0.2208533152690435,-0.9750289014950914,0.06844397941603729,-0.48702823088549696,0.057530726256983244,-0.12090759343160355
18,0.3590629933102634,-0.9790932988565136,0.06758768230824984,-0.5297519293700597,0.057530726256983244,-0.11208487939761995
19,0.3840830108565748,-0.9833119994643016,0.11498759316858014,-0.5569346542049355,0.043648044692737434,-0.09569147641736975
20,0.3635549886162169,-0.996,0.1091217754208526,-0.5865587917489291,0.043648044692737434,-0.10222517508239756
21,0.4183533550798664,-0.9619512585117446,0.10545163445951868,-0.6148056851460695,0.07696648044692737,-0.0831146418488459
22,0.47968836859564484,-0.925186637964334,0.18143595804630477,-0.6051813011626928,0.07696648044692737,-0.039833723299929936
23,0.47910262884301835,-0.8902223325505798,0.1738870918104441,-0.6280195549557046,0.09084916201117318,-0.03235363629290268
24,0.4961730836093046,-0.8950962642309205,0.2375907224739695,-0.6386905140950991,0.10750837988826817,-0.00011539899187738151
25,0.4863360441151474,-0.884627257554432,0.22917717927230477,-0.6582909125982456,0.09362569832402234,-0.006931514017806357
26,0.5047666253546038,-0.8765193499440251,0.22195399918478206,-0.677983603034402,0.09362569832402234,-0.007228965940674337
27,0.5465852595001807,-0.8849988047587307,0.21743329728066838,-0.6952290613894034,0.08807262569832403,-0.009465965677771429
28,0.5610311910204944,-0.8486975478914762,0.21128132807863045,-0.7069190724184348,0.08807262569832403,-0.0043291427352839945
29,0.5408091055857139,-0.8635838293267859,0.20391547140745742,-0.7219633093419422,0.08807262569832403,-0.01177651968202452
30,0.5236511408449559,-0.8774634075460175,0.19707922437007544,-0.7390247610677425,0.08807262569832403,-0.018602331924885265
31,0.5523177460823178,-0.8618097156175903,0.19310422875052652,-0.7503094207532072,0.16026256983240222,0.0073778976833357435
32,0.5619891340272151,-0.8393377313194562,0.1899892559161883,-0.7572240899835891,0.16026256983240222,0.010904686385385984
