label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,2.0,271,3,737,147,113979,0.2222222222222222,0.12256897331524197,9.255402841408673e-05,1.6174360320462423e-05
1,1.0,64,2,738,88,114038,0.25,0.04336043360433604,0.00012913223140495868,6.377459507118042e-06
2,367.0,2331,24,716,2643,111483,0.6371527777777778,0.13564944134078213,5.253778246752642e-05,7.911092515461986e-06
3,21.0,249,8,732,950,113176,0.328125,0.04252049180327869,2.326869806094183e-05,2.3159085244035372e-06
4,51.0,1845,16,724,1270,112856,0.19921875,0.159271408839779,3.162006324012648e-05,1.28726510377101e-05
5,8588.0,16467,247,493,55496,58630,0.1407661164746185,0.13522924177349288,2.7884873123125948e-06,5.060960058375824e-06
6,1.0,76,2,738,34,114092,0.25,0.051490514905149054,0.0008650519031141869,1.9592032023691924e-05
7,89.0,928,13,727,1262,112864,0.5266272189349113,0.09819066765421648,5.58819171139313e-05,6.515281480379792e-06
8,3.0,383,6,734,1072,113054,0.08333333333333333,0.08696639418710263,2.610548006237469e-06,3.1602253737416196e-06
9,201.0,2287,19,721,3005,111121,0.556786703601108,0.166946492444704,2.225907458727966e-05,6.848974467894654e-06
10,118.0,899,23,717,6475,107651,0.22306238185255198,0.05451458371232794,2.8145078338128533e-06,1.2897390534384152e-06
11,73.0,1849,12,728,797,113329,0.5069444444444444,0.2116529304029304,0.00011492280493506861,2.047092811014152e-05
12,1.0,10,2,738,757,113369,0.25,0.006775067750677507,1.7450514702931163e-06,1.1652250288984546e-07
13,0.0,0,2,738,140,113986,0.0,0.0,0.0,0.0
14,6.0,156,4,736,158,113968,0.375,0.05298913043478261,0.0002403460983816696,8.66332454857415e-06
15,0.0,36,2,738,55,114071,0.0,0.024390243902439025,0.0,5.738053094524064e-06
16,3.0,93,3,737,49,114077,0.3333333333333333,0.04206241519674356,0.0012494793835901709,1.6637527141084262e-05
17,6.0,73,3,737,399,113727,0.6666666666666666,0.033016734509271825,3.768820547609626e-05,1.6087419300931993e-06
18,20.0,872,7,733,643,113483,0.40816326530612246,0.16994737867862014,4.8373559979586355e-05,1.1950187070448505e-05
19,0.0,7,2,738,183,113943,0.0,0.0047425474254742545,0.0,3.3570615237635114e-07
20,649.0,308,20,720,744,113382,1.6225,0.021388888888888888,0.001172462134350792,3.6511835619732932e-06
21,7.0,240,5,735,206,113920,0.28,0.0653061224489796,0.00016495428409840702,1.0226900839969455e-05
22,10.0,406,3,737,290,113836,1.1111111111111112,0.18362731795567616,0.00011890606420927467,1.2298394181102638e-05
23,7.0,438,4,736,150,113976,0.4375,0.1487771739130435,0.0003111111111111111,2.561942865164596e-05
24,0.0,334,5,735,717,113409,0.0,0.0908843537414966,0.0,4.107520977902853e-06
25,1050.0,6847,93,647,13867,100259,0.12140131807145335,0.11379235844509814,5.46039761086491e-06,4.924866288100076e-06
26,0.0,53,2,738,80,114046,0.0,0.03590785907859079,0.0,5.809059502306087e-06
27,0.0,44,1,739,5,114121,0.0,0.05953991880920163,0.0,7.711113642537307e-05
28,4.0,176,9,731,185,113941,0.04938271604938271,0.026751785985712113,0.0001168736303871439,8.349508529426206e-06
29,0.0,2,1,739,44,114082,0.0,0.0027063599458728013,0.0,3.984374875488285e-07
30,0.0,4,1,739,54,114072,0.0,0.005412719891745603,0.0,6.493624559407574e-07
31,80.0,1522,10,730,471,113655,0.8,0.20849315068493152,0.00036061864127911433,2.8431855222452646e-05
32,5.0,272,3,737,221,113905,0.5555555555555556,0.12302125734961555,0.00010237300628570258,1.0805225677268169e-05
33,302.0,748,17,723,4160,109966,1.0449826989619377,0.06085753803596127,1.745099852071006e-05,1.6351207855854746e-06
34,0.0,70,3,737,118,114008,0.0,0.031659882406151064,0.0,5.203322038655628e-06
35,0.0,36,2,738,9,114117,0.0,0.024390243902439025,0.0,3.50517451387611e-05
36,122.0,1855,10,730,1054,113072,1.22,0.2541095890410959,0.00010981928426631716,1.556496789068791e-05
37,147.0,2894,13,727,3624,110502,0.8698224852071006,0.3062109829647656,1.1192857038433986e-05,7.226702877891835e-06
38,1.0,99,2,738,114,114012,0.25,0.06707317073170732,7.694675284702985e-05,7.616926750092788e-06
39,0.0,8,1,739,4,114122,0.0,0.010825439783491205,0.0,1.7525104712500656e-05
40,1.0,200,2,738,61,114065,0.25,0.13550135501355012,0.0002687449610319806,2.8744036510675174e-05
41,1.0,124,4,736,228,113898,0.0625,0.042119565217391304,1.9236688211757463e-05,4.774971019006541e-06
42,6.0,231,3,737,68,114058,0.6666666666666666,0.1044776119402985,0.0012975778546712802,2.9783608545910077e-05
43,3.0,396,3,737,291,113835,0.3333333333333333,0.1791044776119403,3.5427073369468946e-05,1.1954361508042705e-05
44,0.0,154,3,737,208,113918,0.0,0.06965174129353234,0.0,6.499276807744302e-06
45,17.0,365,6,734,639,113487,0.4722222222222222,0.08287920072661217,4.163391057525819e-05,5.0332197328744806e-06
46,9.0,257,5,735,302,113824,0.36,0.06993197278911564,9.867988246129556e-05,7.476396695630479e-06
47,0.0,129,1,739,8,114118,0.0,0.17456021650879566,0.0,0.00014130110937801224
48,3.0,227,4,736,355,113771,0.1875,0.07710597826086957,2.3804800634794683e-05,5.6203832234779504e-06
49,1.0,177,4,736,300,113826,0.0625,0.060122282608695655,1.1111111111111112e-05,5.183350025477483e-06
50,0.0,10,1,739,17,114109,0.0,0.013531799729364006,0.0,5.155029788339632e-06
51,0.0,17,2,738,174,113952,0.0,0.011517615176151762,0.0,8.573886322775147e-07
52,26.0,309,4,736,236,113890,1.625,0.10495923913043478,0.0004668198793450158,1.1496373991555931e-05
53,1.0,451,3,737,710,113416,0.1111111111111111,0.20398009950248755,1.9837333862328904e-06,5.600720071291827e-06
54,0.0,44,1,739,7,114119,0.0,0.05953991880920163,0.0,5.508034845831356e-05
55,0.0,23,1,739,20,114106,0.0,0.03112313937753721,0.0,1.0078348202548508e-05
56,0.0,486,1,739,140,113986,0.0,0.6576454668470907,0.0,3.0454867891044263e-05
57,0.0,17,1,739,42,114084,0.0,0.023004059539918808,0.0,3.5479287609297077e-06
58,0.0,6,1,739,10,114116,0.0,0.008119079837618403,0.0,5.257807844649304e-06
59,0.0,28,1,739,22,114104,0.0,0.037889039242219216,0.0,1.115409865322226e-05
60,0.0,25,1,739,6,114120,0.0,0.03382949932341001,0.0,3.651127468162168e-05
61,0.0,0,1,739,13,114113,0.0,0.0,0.0,0.0
62,0.0,1,1,739,166,113960,0.0,0.0013531799729364006,0.0,5.2861498644631175e-08
63,0.0,0,1,739,14,114112,0.0,0.0,0.0,0.0
64,2.0,30,2,738,80,114046,0.5,0.02032520325203252,0.0003125,3.288146888097785e-06
