1,8,4
1,12,9
1,8,13
1,0,3
1,3,3
1,0,3
1,0,3
1,0,2
1,0,5
1,0,5
1,1,7
1,0,6
1,12,5
0,8,13
0,12,5
0,8,50
0,0,3
0,0,4
0,3,14
0,0,17
0,0,6
0,0,3
0,0,2
0,0,20
0,0,3
0,0,18
0,0,9
0,0,3
0,0,1
0,12,3
5,3,5
5,8,2
5,5,3
5,5,11
5,3,5
5,5,5
26,26,1
26,26,3
26,8,7
26,26,1
26,26,3
26,26,1
0,8,5
0,0,3
0,3,7
0,3,5
0,0,2
0,0,1
0,0,9
0,3,2
0,0,2
4,8,2
4,0,4
4,8,9
4,0,1
4,0,4
4,4,7
4,4,8
4,4,9
4,4,5
4,4,1
7,7,4
7,8,16
7,7,3
7,7,3
4,4,21
4,4,4
4,21,2
4,4,1
4,21,2
4,8,3
4,4,2
4,4,5
4,4,14
4,4,2
4,4,1
4,4,4
0,21,2
0,8,2
0,3,3
0,0,1
0,0,1
0,21,2
26,0,10
26,0,2
26,8,8
26,3,2
26,26,6
6,3,2
6,0,2
6,0,2
6,0,3
11,0,1
11,11,10
11,0,2
11,12,6
11,8,5
11,0,3
11,0,3
11,11,3
11,0,3
11,8,1
11,11,3
11,12,18
11,11,3
11,11,3
11,12,8
11,11,2
11,0,4
11,0,7
0,0,15
0,0,3
0,21,2
0,0,2
0,8,7
0,0,2
0,0,3
0,3,16
0,21,2
0,21,2
0,0,1
0,0,7
0,0,2
0,0,1
0,8,43
0,0,21
0,0,16
0,0,1
0,8,7
0,3,28
0,3,1
4,4,2
4,4,1
22,22,1
22,8,8
22,8,2
22,3,4
22,3,4
0,21,2
0,0,1
0,0,1
0,0,9
0,0,1
0,21,2
0,0,5
4,8,2
4,3,9
4,4,6
4,4,3
10,8,2
10,8,2
10,3,3
0,8,2
0,8,2
3,3,9
3,3,9
3,3,4
3,3,4
3,3,12
3,3,4
10,3,1
10,10,3
10,10,11
10,3,2
10,10,3
0,0,2
0,8,10
0,0,2
0,8,2
0,0,8
0,3,4
0,0,4
0,0,1
0,0,6
0,3,2
0,0,5
0,0,1
0,0,13
4,4,25
4,4,2
4,4,20
4,4,30
4,3,3
4,4,7
4,4,91
4,0,2
4,4,1
4,4,1
0,21,2
0,8,2
0,3,2
0,21,2
10,8,5
10,10,6
10,3,3
10,3,3
10,10,1
10,10,2
10,10,7
10,10,2
3,3,2
7,3,11
7,8,23
7,7,17
7,0,18
7,3,11
7,7,17
7,0,5
7,0,3
7,7,44
7,0,2
10,3,2
10,10,6
10,8,2
10,10,7
10,3,2
10,10,2
10,10,4
10,10,1
5,3,42
5,8,4
5,8,32
5,0,1
5,5,5
5,5,6
5,5,131
5,3,24
5,5,29
5,0,3
5,3,7
5,5,3
5,0,13
5,0,12
0,8,32
0,8,3
0,0,1
0,8,2
7,7,1
0,0,19
0,0,1
0,8,3
0,0,2
0,0,2
0,0,1
0,0,5
0,8,6
0,0,5
0,3,10
0,0,1
0,3,1
23,8,28
23,23,8
23,23,15
23,3,34
23,3,6
5,3,21
5,0,2
5,9,2
5,0,8
5,8,16
5,9,3
5,9,1
5,5,4
5,5,1
5,0,1
5,8,2
5,3,4
5,5,29
5,0,8
5,5,5
5,5,4
5,0,7
5,5,7
5,0,5
0,0,1
0,21,2
0,0,11
0,3,3
0,21,2
0,0,2
0,0,1
0,0,3
11,12,10
11,11,5
11,8,3
11,3,3
11,12,2
11,11,2
0,8,6
0,0,3
0,3,8
26,26,1
26,26,2
26,8,8
26,3,2
26,26,7
26,26,5
22,3,4
22,22,7
22,9,2
22,0,2
22,8,17
22,0,5
22,9,6
22,22,3
22,0,2
22,3,13
22,8,3
22,3,2
22,0,14
22,22,13
22,21,4
22,0,7
22,0,4
0,8,2
0,0,1
0,8,2
7,3,5
7,8,9
7,8,14
7,7,4
7,7,8
7,0,25
7,7,4
7,3,3
7,0,9
7,7,11
7,3,4
7,12,4
7,0,12
7,0,10
0,3,2
0,0,2
0,8,3
0,3,3
0,0,4
0,0,9
3,3,7
3,3,20
3,3,19
3,3,7
3,3,7
3,3,6
3,3,7
4,4,16
4,4,12
4,4,3
4,4,5
4,4,31
4,4,8
4,4,9
4,4,42
4,4,14
4,4,8
4,4,9
4,4,48
4,4,21
4,4,1
0,0,13
0,3,5
22,8,23
22,22,54
22,3,8
22,3,7
10,10,8
0,3,20
0,8,15
0,3,2
0,0,9
0,12,25
0,0,4
0,8,106
0,0,5
0,0,27
0,3,14
0,0,7
0,0,5
0,0,3
0,0,49
0,3,5
0,0,6
0,0,2
0,0,49
0,0,32
0,12,21
23,8,17
23,3,8
23,3,7
23,23,14
0,0,4
0,0,1
0,0,3
0,12,5
0,8,3
0,0,6
0,0,2
0,21,2
0,0,6
0,3,3
0,21,2
0,3,2
10,0,3
10,0,2
10,3,2
10,0,2
0,21,2
0,8,2
0,0,7
0,3,9
0,0,1
0,21,2
0,0,3
8,8,2
8,8,1
8,8,5
8,8,5
8,8,1
22,8,2
22,8,2
22,3,2
4,8,3
4,4,1
4,4,1
0,12,6
0,0,5
0,0,5
0,0,5
0,12,2
0,3,1
0,12,6
0,0,2
0,0,7
0,0,10
0,12,4
4,4,13
4,4,16
4,4,4
4,4,1
4,4,22
4,4,2
4,4,1
4,4,24
4,4,5
0,0,1
0,21,2
0,0,3
0,21,2
0,0,1
3,3,23
3,3,13
3,3,6
3,3,1
3,3,15
3,3,5
3,3,9
3,3,10
3,3,4
4,8,2
4,4,4
4,4,4
4,4,2
0,0,3
0,8,4
0,3,4
0,21,2
0,12,6
0,0,4
0,0,2
0,21,2
21,21,1
0,9,4
0,0,2
0,8,15
0,0,2
0,9,4
0,9,1
0,3,3
0,3,19
0,8,2
0,0,12
0,3,7
0,3,3
0,3,8
0,0,2
0,3,3
0,0,8
0,0,3
4,4,12
4,4,1
4,4,3
4,21,2
4,4,6
4,4,1
4,19,2
4,4,1
4,4,5
4,4,3
4,4,4
4,4,8
4,4,5
4,4,3
4,4,7
4,4,19
4,21,2
4,4,8
6,3,2
6,6,2
6,21,2
6,8,2
6,0,2
6,6,6
6,8,19
6,6,4
6,0,3
6,0,1
6,0,8
6,3,16
6,3,2
6,0,2
6,6,25
6,0,1
6,6,4
6,6,9
6,21,2
6,6,1
6,6,2
6,0,2
26,26,2
26,3,5
26,26,1
0,0,1
0,0,1
0,0,3
11,8,4
11,11,3
0,0,1
0,3,1
0,21,2
0,21,2
0,12,2
0,0,2
26,8,2
26,3,2
4,4,1
4,4,3
0,0,4
0,21,2
0,12,12
0,8,3
0,3,4
0,8,2
0,0,4
0,0,2
0,21,2
0,0,4
9,9,3
9,9,3
9,9,4
9,3,15
9,3,2
4,4,35
4,8,14
4,3,11
4,4,1
4,4,8
4,4,6
4,0,10
4,4,28
20,8,5
20,20,103
20,3,5
20,0,2
20,0,2
0,0,2
0,8,3
0,8,12
0,0,3
0,8,2
0,0,3
0,3,5
0,0,15
0,12,4
0,0,13
0,0,2
0,0,7
0,0,6
4,0,2
4,8,2
4,4,8
4,8,12
4,4,6
4,3,7
4,4,5
4,4,1
4,4,1
4,4,2
4,3,3
4,0,17
4,0,18
4,0,4
23,8,13
23,0,23
23,23,9
23,3,7
23,0,6
23,0,2
23,23,10
8,8,15
4,8,15
4,4,2
4,4,4
4,4,2
4,4,2
4,4,2
4,4,4
4,4,10
4,4,2
3,3,5
3,3,8
3,3,14
3,3,1
3,3,5
3,3,3
3,3,3
11,11,4
11,12,7
11,11,2
11,0,2
11,0,2
11,11,2
11,11,10
11,11,3
11,12,4
11,0,2
0,0,1
0,0,1
0,21,2
0,3,2
0,21,2
0,12,2
0,0,1
0,0,2
0,8,3
0,8,3
0,0,3
0,8,3
0,3,9
0,0,11
0,8,11
10,10,2
10,10,2
10,8,2
10,8,2
10,3,6
0,3,6
0,8,6
0,12,5
0,8,42
0,0,1
0,0,18
0,3,9
0,3,7
0,3,34
0,0,9
0,0,2
0,0,25
0,3,2
0,0,25
0,0,12
0,12,5
0,0,1
4,4,2
4,4,4
4,4,2
4,4,12
4,4,1
4,4,4
4,21,2
4,4,4
4,4,4
4,4,6
4,4,1
4,4,3
4,4,3
4,4,9
4,4,3
4,3,4
4,4,6
4,4,47
4,4,10
4,4,7
4,4,10
4,4,3
4,4,1
4,21,2
4,4,2
4,4,2
4,4,5
4,4,3
4,4,26
4,4,4
4,3,4
0,21,1
0,8,4
0,0,3
0,0,5
0,0,3
0,3,3
0,3,8
0,0,10
0,21,1
0,3,2
0,21,2
0,21,2
16,16,12
16,16,27
24,0,18
24,0,12
24,21,2
24,12,4
24,0,1
24,0,17
24,8,10
24,4,7
24,0,7
24,3,16
24,21,2
24,21,2
24,0,2
24,0,2
12,21,2
12,12,1
12,21,2
4,4,3
7,8,1
7,8,8
7,7,1
7,7,3
3,3,26
3,3,53
3,3,13
3,3,31
3,3,23
3,3,3
3,3,6
14,14,16
14,3,1
4,4,53
4,4,19
4,4,5
17,3,3
17,8,3
17,0,4
17,17,8
17,8,8
17,0,3
17,3,4
17,3,6
17,0,3
17,0,3
17,0,2
17,0,3
17,0,1
17,0,9
17,12,2
17,0,8
17,17,1
4,4,10
4,8,2
4,3,3
4,0,2
10,3,4
10,0,2
10,10,4
10,10,5
10,0,7
10,8,36
10,25,2
10,0,2
10,10,3
10,8,9
10,3,3
10,0,15
10,0,7
10,10,56
10,10,4
10,10,6
10,0,6
10,0,4
4,3,4
4,4,63
4,4,11
4,4,5
4,21,2
4,4,4
4,4,3
4,4,28
4,4,5
4,4,5
4,4,4
4,21,2
4,4,10
4,0,1
4,4,17
4,4,2
7,0,8
7,0,2
7,0,5
7,7,21
7,0,2
7,0,3
7,8,9
7,8,5
7,3,4
7,3,9
7,3,1
7,0,2
7,0,6
16,8,3
16,8,4
16,0,2
16,16,6
16,16,4
16,3,4
16,0,3
16,16,10
16,0,3
16,0,2
16,0,2
16,12,2
16,0,8
16,0,7
9,9,1
9,9,3
9,9,1
9,9,1
0,21,2
0,0,1
0,21,2
0,0,1
8,8,7
8,8,3
8,8,2
8,8,5
8,8,6
8,8,1
0,0,1
0,0,1
0,3,5
0,0,3
0,0,3
0,0,3
0,21,2
0,21,2
0,0,5
0,3,4
0,0,1
0,3,9
0,0,2
0,8,6
0,0,15
0,3,3
0,0,2
0,3,9
0,8,2
0,3,3
0,0,13
0,0,6
0,0,4
0,0,2
23,8,4
23,23,1
23,23,4
18,18,4
18,3,7
18,0,6
7,8,8
7,7,11
7,8,4
0,8,4
0,8,16
0,3,20
0,0,2
0,0,4
0,0,1
0,3,21
0,0,3
0,0,5
0,0,2
0,0,8
0,0,3
0,0,20
0,12,2
0,0,15
17,3,1
17,8,4
17,0,7
17,17,16
17,8,10
17,0,3
17,3,3
17,3,10
17,0,4
17,0,3
17,0,2
17,0,1
17,0,13
17,0,1
17,12,1
17,0,10
17,8,3
17,0,5
17,17,12
17,8,8
17,0,3
17,3,7
17,0,3
17,0,3
17,0,2
17,0,1
17,0,9
17,12,1
17,0,8
0,3,5
0,8,5
0,8,19
0,3,15
0,0,2
0,3,7
0,0,51
0,0,37
11,3,2
11,8,3
11,8,10
11,0,5
11,0,2
11,3,2
11,3,3
11,0,3
11,12,2
11,0,4
11,0,2
11,0,2
11,0,5
11,12,2
11,0,5
11,0,2
0,3,4
0,3,3
0,8,9
0,3,3
0,0,20
0,3,3
0,8,3
0,3,11
0,0,5
0,12,4
0,0,8
0,8,3
0,8,5
0,8,2
0,0,11
0,8,1
0,3,3
0,0,1
0,8,2
0,8,6
0,0,3
13,21,2
13,8,8
13,0,2
13,8,2
13,3,2
13,0,1
13,21,2
13,3,2
13,0,8
12,12,15
12,12,40
12,12,6
12,0,12
12,12,5
4,4,3
4,4,3
26,21,2
26,8,6
26,3,7
26,21,2
26,26,1
16,0,2
16,8,5
16,0,2
16,16,4
16,16,3
16,8,2
16,0,6
16,3,4
16,16,4
16,0,1
16,3,2
16,0,6
24,0,11
24,0,21
24,8,2
24,8,7
24,4,1
24,0,2
24,4,13
24,3,5
24,24,55
24,3,3
24,0,8
24,0,48
24,0,8
24,0,4
3,3,47
3,3,1
3,3,20
3,3,23
3,3,23
3,3,11
14,14,22
14,14,2
14,3,1
18,3,3
18,8,3
18,18,4
18,8,63
18,18,16
18,18,10
18,0,2
18,3,13
18,0,9
18,0,3
18,3,11
18,18,1
18,0,21
18,0,18
0,0,2
0,8,12
0,0,2
0,0,14
0,8,2
0,0,8
0,3,10
0,0,4
0,3,3
0,0,6
0,0,4
0,0,14
26,26,1
26,26,1
26,26,3
0,3,2
0,0,1
0,12,6
0,0,7
0,0,5
0,0,5
0,0,12
0,0,4
0,12,2
0,3,5
0,8,18
0,0,4
0,3,3
0,0,27
0,0,2
0,0,6
0,0,4
0,0,5
26,26,1
26,26,1
26,26,2
26,26,1
2,2,17
3,3,5
3,3,1
3,3,9
3,3,3
11,8,6
11,11,3
23,8,3
23,0,2
23,8,3
23,3,3
23,3,2
4,3,2
4,4,1
4,4,4
4,4,10
4,4,4
4,4,10
4,4,13
4,4,33
4,4,11
4,4,15
4,4,200
4,4,9
4,4,5
4,4,7
26,0,10
26,0,2
26,8,8
26,3,2
26,26,6
23,0,1
23,3,2
23,8,2
23,23,5
23,0,2
23,23,2
23,8,12
23,0,3
23,23,4
23,3,10
23,23,4
23,0,3
23,0,5
23,0,2
23,3,4
23,0,2
23,23,1
23,0,2
0,8,11
0,0,9
4,4,2
11,11,5
11,11,3
8,8,8
8,8,9
8,8,5
8,8,2
8,8,3
8,8,12
8,8,9
8,8,3
8,8,9
8,8,7
4,4,7
4,4,3
4,8,11
4,4,2
4,4,7
4,4,6
4,4,1
4,3,3
4,4,29
4,4,29
4,4,21
4,4,7
0,0,8
0,0,11
7,8,8
7,8,4
7,7,11
4,4,3
4,4,1
4,4,8
4,4,1
4,4,2
4,4,1
4,4,4
4,4,8
4,4,3
4,4,3
4,4,1
4,4,1
4,4,11
4,4,31
4,4,1
0,3,5
0,21,2
0,0,4
0,3,3
0,0,4
0,21,2
17,3,2
17,3,5
17,17,12
17,3,6
17,3,16
17,3,2
17,3,2
17,3,4
19,0,11
8,3,5
0,3,2
0,8,2
0,12,5
0,8,2
0,0,6
0,8,2
0,0,2
0,12,2
8,8,11
8,8,4
8,8,2
8,8,7
8,8,2
8,8,6
8,8,5
14,21,3
14,8,14
14,3,11
14,8,4
14,8,2
14,8,4
14,21,3
3,3,2
3,3,5
13,8,2
13,8,11
13,0,4
13,0,3
13,0,6
13,0,2
13,0,3
13,13,7
13,0,3
13,0,4
13,0,2
13,0,1
13,12,2
13,0,2
14,3,5
14,11,4
14,12,4
14,14,20
14,0,6
14,14,1
14,0,6
14,3,7
14,3,9
14,12,2
14,0,5
14,14,1
14,14,1
20,20,58
20,20,7
20,3,13
20,0,18
20,20,21
17,3,9
17,3,11
17,3,4
17,17,6
3,3,2
3,3,4
8,8,3
8,8,3
8,8,1
8,8,11
8,8,8
8,8,1
8,8,3
8,8,1
23,8,2
23,3,2
0,3,5
0,0,5
0,8,2
0,12,2
0,8,3
0,0,3
0,0,4
0,0,1
0,3,2
0,0,1
0,0,3
0,0,6
0,0,2
0,3,2
0,0,6
0,0,4
18,3,4
18,18,23
18,18,2
18,0,2
18,8,19
18,0,30
18,18,3
18,25,2
18,18,27
18,0,1
18,8,3
18,3,3
18,0,14
18,18,2
18,0,6
18,0,5
8,21,2
8,8,2
8,21,2
4,4,3
4,4,10
15,3,2
15,8,11
15,0,8
15,0,2
15,8,2
15,3,4
15,0,6
