label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,69.0,746,18,722,910,113216,0.21296296296296297,0.05740227762388427,8.332327013645695e-05,7.240851291162201e-06
1,26515.0,9344,535,205,101285,12841,0.09263691152065683,0.08519717346706178,2.584647768839612e-06,7.184372657776972e-06
2,7.0,379,9,731,649,113477,0.08641975308641975,0.05760753913968688,1.661914382919319e-05,5.146200081842233e-06
3,40.0,996,8,732,816,113310,0.625,0.17008196721311475,6.007304882737409e-05,1.077211398194438e-05
4,3.0,413,4,736,333,113793,0.1875,0.1402853260869565,2.705408110813516e-05,1.0899090807345269e-05
5,3.0,82,2,738,12,114114,0.75,0.05555555555555555,0.020833333333333332,5.988163882900725e-05
6,226.0,1489,30,710,2720,111406,0.2511111111111111,0.06990610328638498,3.0547145328719725e-05,4.913797018008323e-06
7,53.0,896,8,732,753,113373,0.828125,0.15300546448087432,9.347294311025046e-05,1.0495506324368378e-05
8,5.0,233,12,728,224,113902,0.034722222222222224,0.02667124542124542,9.964923469387755e-05,9.132223941884879e-06
9,0.0,14,1,739,15,114111,0.0,0.018944519621109608,0.0,8.179170573681182e-06
10,3.0,121,4,736,71,114055,0.1875,0.04110054347826087,0.0005951200158698671,1.4942136268578107e-05
11,8.0,322,6,734,486,113640,0.2222222222222222,0.07311534968210717,3.387017561686057e-05,5.830266106381715e-06
12,1.0,10,2,738,757,113369,0.25,0.006775067750677507,1.7450514702931163e-06,1.1652250288984546e-07
13,1.0,76,2,738,34,114092,0.25,0.051490514905149054,0.0008650519031141869,1.9592032023691924e-05
14,0.0,4,1,739,54,114072,0.0,0.005412719891745603,0.0,6.493624559407574e-07
15,0.0,7,2,738,9,114117,0.0,0.0047425474254742545,0.0,6.8156171103146575e-06
16,741.0,225,22,718,858,113268,1.53099173553719,0.014244112433527476,0.0010065691883873703,2.315197251101478e-06
17,6.0,73,3,737,399,113727,0.6666666666666666,0.033016734509271825,3.768820547609626e-05,1.6087419300931993e-06
18,1.0,96,4,736,71,114055,0.0625,0.03260869565217391,0.00019837333862328903,1.1854918031268582e-05
19,0.0,8,1,739,4,114122,0.0,0.010825439783491205,0.0,1.7525104712500656e-05
20,0.0,16,1,739,20,114106,0.0,0.02165087956698241,0.0,7.0110248365554835e-06
21,0.0,14,1,739,6,114120,0.0,0.018944519621109608,0.0,2.0446313821708143e-05
22,7.0,358,4,736,76,114050,0.4375,0.12160326086956522,0.0012119113573407201,4.1302291238838e-05
23,0.0,4,1,739,23,114103,0.0,0.005412719891745603,0.0,1.5241759066655642e-06
24,0.0,44,1,739,326,113800,0.0,0.05953991880920163,0.0,1.1860221893969616e-06
25,0.0,32,1,739,6,114120,0.0,0.04330175913396482,0.0,4.673443159247576e-05
26,0.0,19,1,739,6,114120,0.0,0.02571041948579161,0.0,2.774856875803248e-05
27,0.0,23,1,739,20,114106,0.0,0.03112313937753721,0.0,1.0078348202548508e-05
28,0.0,6,1,739,10,114116,0.0,0.008119079837618403,0.0,5.257807844649304e-06
29,0.0,2,1,739,44,114082,0.0,0.0027063599458728013,0.0,3.984374875488285e-07
30,0.0,0,1,739,13,114113,0.0,0.0,0.0,0.0
31,0.0,0,1,739,14,114112,0.0,0.0,0.0,0.0
32,1.0,25,2,738,47,114079,0.25,0.016937669376693765,0.0004526935264825713,4.662688957801359e-06
33,0.0,0,1,739,34,114092,0.0,0.0,0.0,0.0
34,0.0,70,3,737,118,114008,0.0,0.031659882406151064,0.0,5.203322038655628e-06
35,0.0,36,2,738,9,114117,0.0,0.024390243902439025,0.0,3.50517451387611e-05
36,122.0,1855,10,730,1054,113072,1.22,0.2541095890410959,0.00010981928426631716,1.556496789068791e-05
37,0.0,0,3,737,36,114090,0.0,0.0,0.0,0.0
38,242.0,2728,27,713,1759,112367,0.3319615912208505,0.14170692431561996,7.821385412986925e-05,1.3801927456371097e-05
39,0.0,153,1,739,3,114123,0.0,0.2070365358592693,0.0,0.00044688625430456614
40,0.0,8,1,739,4,114122,0.0,0.010825439783491205,0.0,1.7525104712500656e-05
41,0.0,87,1,739,38,114088,0.0,0.11772665764546685,0.0,2.0067611705091914e-05
