label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,0.0,231,3,737,135,113991,0.0,0.1044776119402985,0.0,1.501093166224624e-05
1,0.0,157,2,738,439,113687,0.0,0.10636856368563685,0.0,3.145750873000968e-06
2,1.0,92,4,736,479,113647,0.0625,0.03125,4.358418939945345e-06,1.690029704660145e-06
3,93.0,2522,13,727,5785,108341,0.5502958579881657,0.2668500687757909,2.7789211361604126e-06,4.0239157491602925e-06
4,0.0,88,1,739,545,113581,0.0,0.11907983761840325,0.0,1.4216100396039556e-06
5,0.0,123,2,738,58,114068,0.0,0.08333333333333333,0.0,1.8591451197289456e-05
6,1.0,681,4,736,280,113846,0.0625,0.2313179347826087,1.2755102040816327e-05,2.1363445857938418e-05
7,0.0,56,1,739,55,114071,0.0,0.07577807848443843,0.0,8.925860369259655e-06
8,21.0,267,5,735,120,114006,0.84,0.07265306122448979,0.0014583333333333334,1.951651667456099e-05
9,10.0,620,5,735,561,113565,0.4,0.16870748299319727,3.177417458637968e-05,9.731601641909551e-06
10,1.0,10,2,738,757,113369,0.25,0.006775067750677507,1.7450514702931163e-06,1.1652250288984546e-07
11,7.0,255,5,735,2359,111767,0.28,0.06938775510204082,1.2578885334654955e-06,9.671607104365096e-07
12,1.0,484,3,737,1115,113011,0.1111111111111111,0.21890547263681592,8.04359629190211e-07,3.841048371298274e-06
13,0.0,8,1,739,4,114122,0.0,0.010825439783491205,0.0,1.7525104712500656e-05
14,0.0,23,1,739,20,114106,0.0,0.03112313937753721,0.0,1.0078348202548508e-05
15,2.0,894,2,738,472,113654,0.5,0.6056910569105691,8.977305372019535e-06,1.6665210169551176e-05
16,6.0,525,3,737,368,113758,0.6666666666666666,0.23744911804613297,4.430529300567108e-05,1.2540924021014861e-05
17,0.0,137,1,739,146,113980,0.0,0.18538565629228687,0.0,8.232638747004401e-06
18,82.0,1282,6,734,1515,112611,2.2777777777777777,0.29109900090826524,3.572634491171889e-05,7.514404635977358e-06
19,0.0,105,1,739,16,114110,0.0,0.14208389715832206,0.0,5.751029708176321e-05
20,15.0,1316,7,733,2675,111451,0.30612244897959184,0.25648021828103684,2.096252947855708e-06,4.414160634022395e-06
21,3.0,293,5,735,81,114045,0.12,0.07972789115646259,0.0004572473708276177,3.171804069110688e-05
22,2.0,89,5,735,79,114047,0.08,0.024217687074829932,0.0003204614645088928,9.878228085622705e-06
23,11.0,1061,8,732,3017,111109,0.171875,0.18118169398907105,1.208487227773146e-06,3.1651247711127792e-06
24,21.0,431,6,734,1235,112891,0.5833333333333334,0.09786557674841054,1.376846039108984e-05,3.091370031720971e-06
25,3.0,179,3,737,528,113598,0.3333333333333333,0.08095884215287201,1.0761019283746557e-05,2.984340846803214e-06
26,3.0,450,5,735,388,113738,0.12,0.12244897959183673,1.9927728770326283e-05,1.0197065311795439e-05
27,0.0,179,3,737,398,113728,0.0,0.08095884215287201,0.0,3.954599955319648e-06
28,0.0,4,1,739,23,114103,0.0,0.005412719891745603,0.0,1.5241759066655642e-06
29,0.0,21,1,739,77,114049,0.0,0.028416779431664412,0.0,2.3913166509769724e-06
30,3.0,943,3,737,820,113306,0.3333333333333333,0.4265038444142922,4.46162998215348e-06,1.0149506645720439e-05
31,0.0,7,1,739,3,114123,0.0,0.009472259810554804,0.0,2.0445776340731784e-05
