label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,1.0,285,6,734,928,113198,0.027777777777777776,0.06471389645776567,1.1611920332936979e-06,2.7130520765871943e-06
1,0.0,108,2,738,180,113946,0.0,0.07317073170731707,0.0,5.265652151018904e-06
2,19.0,1090,10,730,1455,112671,0.19,0.14931506849315068,8.974858586932134e-06,6.64892380000879e-06
3,0.0,91,4,736,106,114020,0.0,0.03091032608695652,0.0,7.529298070844903e-06
4,28.0,967,11,729,1398,112728,0.23140495867768596,0.12058860207008355,1.4326618242697007e-05,6.136030374403695e-06
5,22.0,382,12,728,1269,112857,0.1527777777777778,0.043727106227106224,1.3661533035139326e-05,2.6673084406284336e-06
6,289.0,528,13,727,477,113649,1.7100591715976332,0.05586710401015765,0.0012701677588351375,9.739797437669586e-06
7,22.0,459,7,733,665,113461,0.4489795918367347,0.08945624634574158,4.974843122844706e-05,6.083372823347004e-06
8,1.0,33,3,737,51,114075,0.1111111111111111,0.014925373134328358,0.00038446751249519417,5.672222866793003e-06
9,20.0,464,11,729,787,113339,0.1652892561983471,0.0578625763810949,3.229092834804454e-05,5.201922428730944e-06
10,315.0,5338,27,713,11556,102570,0.43209876543209874,0.2772842969196405,2.358823726046482e-06,4.503505326740701e-06
11,4.0,267,4,736,189,113937,0.25,0.09069293478260869,0.00011197894795778394,1.2398943387121064e-05
12,220.0,3008,16,724,3844,110282,0.859375,0.2596685082872928,1.4888670642031963e-05,7.09561134362553e-06
13,1.0,99,3,737,54,114072,0.1111111111111111,0.04477611940298507,0.0003429355281207133,1.6071720784533746e-05
14,6.0,586,5,735,392,113734,0.24,0.15945578231292518,3.904623073719284e-05,1.3143808880226437e-05
15,13.0,711,10,730,1188,112938,0.13,0.09739726027397261,9.211078234647258e-06,5.299233636905634e-06
16,8.0,701,11,729,3848,110278,0.06611570247933884,0.08741738371368,5.402812055618709e-07,1.6519392550876618e-06
17,82.0,1332,8,732,1687,112439,1.28125,0.22745901639344263,2.8812682077703587e-05,7.02218339894374e-06
18,5.0,167,5,735,429,113697,0.2,0.0454421768707483,2.7167859335691502e-05,3.4238140784487654e-06
19,14.0,723,7,733,532,113594,0.2857142857142857,0.1409082050282596,4.9465769687376336e-05,1.1963858622735158e-05
20,4.0,551,8,732,581,113545,0.0625,0.09409153005464481,1.184971012646603e-05,8.352326285824337e-06
21,8.0,461,10,730,910,113216,0.08,0.06315068493150684,9.660669001328342e-06,4.474574323358948e-06
22,15.0,476,9,731,701,113425,0.18518518518518517,0.07235142118863049,3.05249684066577e-05,5.986598696971517e-06
23,1.0,383,6,734,735,113391,0.027777777777777776,0.08696639418710263,1.8510805682817346e-06,4.595500836699118e-06
24,5.0,444,3,737,189,113937,0.5555555555555556,0.20081411126187246,0.00013997368494722993,2.0618467654987836e-05
25,2.0,185,12,728,1834,112292,0.013888888888888888,0.021176739926739928,5.946088009237842e-07,8.983045099625564e-07
26,111.0,1425,10,730,2691,111435,1.11,0.1952054794520548,1.5328356174655433e-05,4.752034108200015e-06
27,2.0,262,9,731,437,113689,0.024691358024691357,0.03982368141054871,1.0472903979179868e-05,5.273529841023405e-06
28,4.0,439,7,733,677,113449,0.08163265306122448,0.08555837068797506,8.727355240449546e-06,5.715775721970503e-06
29,127.0,3012,18,722,6353,107773,0.39197530864197533,0.23176361957525393,3.146632400913475e-06,4.39912335403174e-06
30,50.0,639,9,731,715,113411,0.6172839506172839,0.09712722298221614,9.780429360848941e-05,7.880243483491846e-06
31,33.0,1094,12,728,1271,112855,0.22916666666666666,0.12522893772893773,2.0427858399037787e-05,7.62695117750819e-06
32,184.0,4119,22,718,7786,106340,0.38016528925619836,0.26076221828310964,3.0352119557790734e-06,4.974858545652341e-06
33,2.0,324,7,733,545,113581,0.04081632653061224,0.06314558565581758,6.733439946132481e-06,5.234109691269109e-06
34,1.0,148,3,737,135,113991,0.1111111111111111,0.06693803708729082,5.486968449931413e-05,9.617393445941313e-06
35,1.0,346,7,733,1201,112925,0.02040816326530612,0.06743324887936075,6.932884821904588e-07,2.5511911057809733e-06
36,66.0,1961,8,732,1190,112936,1.03125,0.334870218579235,4.660687804533578e-05,1.4591442583975575e-05
37,14.0,476,5,735,267,113859,0.56,0.1295238095238095,0.00019638373381587623,1.5657712921951928e-05
38,0.0,4,2,738,37,114089,0.0,0.0027100271002710027,0.0,9.475769627931536e-07
39,0.0,1,3,737,59,114067,0.0,0.0004522840343735866,0.0,1.4858944780149282e-07
40,43.0,866,13,727,732,113394,0.25443786982248523,0.09163051528938737,8.0250231419272e-05,1.0433180849865226e-05
41,31.0,994,8,732,859,113267,0.484375,0.16974043715846995,4.20121943782263e-05,1.0216210262269542e-05
42,84.0,1972,13,727,6437,107689,0.4970414201183432,0.20865516876521004,2.027273146988477e-06,2.844802083447644e-06
43,16.0,448,7,733,681,113445,0.32653061224489793,0.08731241473396999,3.450052936749748e-05,5.798898972889435e-06
44,15.0,783,9,731,1054,113072,0.18518518518518517,0.11901504787961696,1.350237101635047e-05,6.570010705341581e-06
45,6.0,472,8,732,906,113220,0.09375,0.08060109289617487,7.30962092305893e-06,4.601407016677761e-06
46,54.0,1051,12,728,3068,111058,0.375,0.12030677655677656,5.736976214071655e-06,3.084590470750886e-06
47,3.0,76,4,736,409,113717,0.1875,0.025815217391304348,1.7933895660595047e-05,1.6340483032848692e-06
48,14.0,700,9,731,1347,112779,0.1728395061728395,0.10639914880680955,7.716011108851422e-06,4.607891080619116e-06
49,40.0,1520,9,731,872,113254,0.49382716049382713,0.23103815169478645,5.2604999579160003e-05,1.539123797883559e-05
50,2.0,94,4,736,257,113869,0.125,0.03192934782608696,3.0280549289164105e-05,3.2121012291652094e-06
51,107.0,1584,14,726,2081,112045,0.5459183673469388,0.15584415584415584,2.4708115184152816e-05,6.793453641079929e-06
52,0.0,70,3,737,68,114058,0.0,0.031659882406151064,0.0,9.025335923003055e-06
53,50.0,502,7,733,1721,112405,1.0204081632653061,0.09783667900993959,1.688139235023082e-05,2.5949991316833083e-06
54,3.0,224,3,737,19,114107,0.3333333333333333,0.1013116236996834,0.008310249307479225,0.00010331946054326664
55,2.0,138,7,733,101,114025,0.04081632653061224,0.026895342038588968,0.00019605920988138416,1.1982781264313671e-05
56,71.0,1836,8,732,2082,112044,1.109375,0.3135245901639344,1.6379358870368677e-05,7.870518549886279e-06
57,40.0,1303,13,727,882,113244,0.23668639053254437,0.13786900857052165,5.141890467449262e-05,1.3045497006804323e-05
58,2.0,590,5,735,550,113576,0.08,0.16054421768707483,6.611570247933884e-06,9.445017193132992e-06
59,9.0,655,13,727,1752,112374,0.05325443786982249,0.06930483546714633,2.9320698067179585e-06,3.3269123417212567e-06
60,50.0,2102,11,729,2643,111483,0.4132231404958678,0.2621274473126325,7.157736030998151e-06,7.133898098456068e-06
61,1.0,95,6,734,242,113884,0.027777777777777776,0.021571298819255222,1.7075336384126766e-05,3.4470336787527164e-06
62,0.0,20,2,738,25,114101,0.0,0.013550135501355014,0.0,7.011332065450785e-06
63,24.0,288,5,735,141,113985,0.96,0.0783673469387755,0.0012071827372868568,1.7919491086453145e-05
64,17.0,1246,13,727,1730,112396,0.10059171597633136,0.13183790075124324,5.68010959270273e-06,6.407979055062746e-06
65,110.0,1125,11,729,797,113329,0.9090909090909091,0.14029180695847362,0.00017317134990215818,1.2455269942622612e-05
66,25.0,216,7,733,2621,111505,0.5102040816326531,0.042097057103878385,3.639200359960586e-06,7.390815963361809e-07
67,45.0,1763,17,723,5406,108720,0.15570934256055363,0.14343828817834187,1.539786228398339e-06,2.9996240516560102e-06
68,1.0,407,6,734,162,113964,0.027777777777777776,0.09241598546775659,3.8103947568968146e-05,2.2045081596050906e-05
69,7.0,849,8,732,683,113443,0.109375,0.1449795081967213,1.500571288926427e-05,1.0957444602083368e-05
70,0.0,67,4,736,248,113878,0.0,0.022758152173913044,0.0,2.372374737197533e-06
71,41.0,2048,13,727,2202,111924,0.24260355029585798,0.21669664585758122,8.455693403981683e-06,8.30977787217166e-06
72,20.0,967,5,735,113,114013,0.8,0.26312925170068024,0.0015662933667475918,7.505742436295691e-05
73,20.0,690,5,735,316,113810,0.8,0.18775510204081633,0.000200288415318058,1.918587385816245e-05
74,7.0,472,8,732,901,113225,0.109375,0.08060109289617487,8.622802879030698e-06,4.626737691664692e-06
75,1.0,66,4,736,342,113784,0.0625,0.022418478260869564,8.54963920522554e-06,1.6960421161178274e-06
76,3.0,439,6,734,340,113786,0.08333333333333333,0.09968210717529519,2.5951557093425606e-05,1.1347410670805154e-05
77,4.0,488,5,735,186,113940,0.16,0.1327891156462585,0.00011562030292519366,2.302664484797696e-05
78,6.0,130,7,733,157,113969,0.12244897959183673,0.025336191775482363,0.00024341758286340216,7.2653570506629555e-06
79,0.0,72,5,735,59,114067,0.0,0.019591836734693877,0.0,1.0698440241707482e-05
80,4.0,440,4,736,184,113942,0.25,0.14945652173913043,0.00011814744801512288,2.098703154083733e-05
81,13.0,406,7,733,762,113364,0.2653061224489796,0.0791268758526603,2.2388933666756223e-05,4.699978819996923e-06
82,30.0,1769,11,729,1468,112658,0.24793388429752067,0.22060107245292432,1.3920958652896673e-05,1.0696451844827752e-05
83,10.0,620,5,735,561,113565,0.4,0.16870748299319727,3.177417458637968e-05,9.731601641909551e-06
84,5.0,144,7,733,476,113650,0.10204081632653061,0.028064704735918926,2.2067650589647623e-05,2.6618654500955683e-06
85,68.0,1683,16,724,3069,111057,0.265625,0.14528660220994474,7.21963324050796e-06,4.93788862272701e-06
86,2.0,535,6,734,434,113692,0.05555555555555555,0.121480472297911,1.0618191084966766e-05,1.0842617721644588e-05
87,8.0,750,4,736,1201,112925,0.5,0.2547554347826087,5.54630785752367e-06,5.530038524091705e-06
88,0.0,189,4,736,25,114101,0.0,0.06419836956521739,0.0,6.625708801850992e-05
89,0.0,299,10,730,379,113747,0.0,0.040958904109589044,0.0,6.93572758670338e-06
90,43.0,1056,4,736,1026,113100,2.6875,0.358695652173913,4.084827620274424e-05,9.100263183747757e-06
