label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,32.0,420,9,731,1032,113094,0.3950617283950617,0.06383948928408573,3.0046271257736914e-05,3.598570606628526e-06
1,31.0,1749,17,723,2148,111978,0.10726643598615918,0.1422992433487918,6.71882206478505e-06,7.271480201967047e-06
2,0.0,132,6,734,316,113810,0.0,0.02997275204359673,0.0,3.6703410859093382e-06
3,0.0,17,4,736,75,114051,0.0,0.00577445652173913,0.0,1.9874149868626024e-06
4,42.0,2122,13,727,1748,112378,0.2485207100591716,0.22452650513173208,1.3745686472673575e-05,1.0802459645737155e-05
5,65.0,1942,13,727,3256,110870,0.38461538461538464,0.20548090149190562,6.1311870279929245e-06,5.379609871356963e-06
6,0.0,290,5,735,264,113862,0.0,0.07891156462585033,0.0,9.647510569679511e-06
7,4.0,176,10,730,202,113924,0.04,0.02410958904109589,9.802960494069208e-05,7.647968195576624e-06
8,110.0,3323,21,719,6111,108015,0.2494331065759637,0.22008080005298364,2.9455616558137447e-06,5.0342408290975e-06
9,4.0,317,7,733,372,113754,0.08163265306122448,0.061781329175599295,2.8905075731298415e-05,7.491169872131165e-06
10,160.0,2462,13,727,4956,109170,0.9467455621301775,0.2605015342291821,6.5141444876332225e-06,4.550440505559485e-06
11,102.0,1757,17,723,5269,108857,0.35294117647058826,0.1429501261085347,3.6740391064002087e-06,3.063283569783229e-06
12,1.0,222,7,733,76,114050,0.02040816326530612,0.04326641980120834,0.00017313019390581717,2.5612035349223563e-05
13,22.0,564,10,730,625,113501,0.22,0.07726027397260274,5.632e-05,7.950590743693888e-06
14,49.0,1774,10,730,4392,109734,0.49,0.243013698630137,2.5402205035816073e-06,3.6808665618063723e-06
15,7.0,569,10,730,264,113862,0.07,0.07794520547945205,0.00010043617998163452,1.892908108326773e-05
16,51.0,1110,13,727,1566,112560,0.30177514792899407,0.11744788911226325,2.0796328102445158e-05,6.297194923031259e-06
17,54.0,2138,14,726,3690,110436,0.2755102040816326,0.21035025580480127,3.96589331746976e-06,5.246511952967695e-06
18,0.0,159,4,736,287,113839,0.0,0.05400815217391304,0.0,4.866583232821045e-06
19,289.0,528,14,726,503,113623,1.4744897959183674,0.05194805194805195,0.0011422518566533207,9.238462188680227e-06
20,3.0,393,8,732,839,113287,0.046875,0.06711065573770492,4.261841882824919e-06,4.13476197180086e-06
21,318.0,2155,17,723,2312,111814,1.1003460207612457,0.17533154340574403,5.949102620897738e-05,8.336106619971886e-06
22,67.0,1560,15,725,1263,112863,0.29777777777777775,0.14344827586206896,4.200181924297676e-05,1.0943838054094676e-05
23,29.0,989,14,726,1696,112430,0.14795918367346939,0.09730421094057458,1.0081990922036312e-05,5.186665413615852e-06
24,36.0,1017,9,731,1656,112470,0.4444444444444444,0.1545827633378933,1.312749422390254e-05,5.460393302948419e-06
25,0.0,20,2,738,25,114101,0.0,0.013550135501355014,0.0,7.011332065450785e-06
26,17.0,271,8,732,1090,113036,0.265625,0.04627732240437159,1.4308559885531521e-05,2.19951036139822e-06
27,0.0,213,7,733,177,113949,0.0,0.04151237575521341,0.0,1.0560775702362238e-05
28,29.0,1484,7,733,1780,112346,0.5918367346938775,0.2892223738062756,9.15288473677566e-06,7.420894959932168e-06
29,3.0,541,10,730,431,113695,0.03,0.0741095890410959,1.6149783862059314e-05,1.104024290983254e-05
30,2.0,104,2,738,99,114027,0.5,0.07046070460704607,0.00020406081012141618,9.212774610443584e-06
31,122.0,2721,14,726,3098,111028,0.6224489795918368,0.2677095631641086,1.2711505913350874e-05,7.910694475129114e-06
32,3.0,249,4,736,25,114101,0.1875,0.08457880434782608,0.0048,8.729108421486227e-05
33,1.0,66,4,736,342,113784,0.0625,0.022418478260869564,8.54963920522554e-06,1.6960421161178274e-06
34,4.0,444,9,731,916,113210,0.04938271604938271,0.0674874601003192,4.767262256631262e-06,4.281566621369492e-06
35,0.0,72,5,735,59,114067,0.0,0.019591836734693877,0.0,1.0698440241707482e-05
36,0.0,29,4,736,146,113980,0.0,0.00985054347826087,0.0,1.7426753552053112e-06
37,17.0,796,7,733,557,113569,0.3469387755102041,0.15513545117910738,5.479469716260165e-05,1.2583401990071348e-05
38,9.0,721,13,727,1822,112304,0.05325443786982249,0.07628822346841604,2.711101418086782e-06,3.5236411002345994e-06
39,6.0,535,10,730,1615,112511,0.06,0.07328767123287672,2.300415033212242e-06,2.9443285531654794e-06
40,13.0,468,10,730,994,113132,0.13,0.06410958904109589,1.3157415316850804e-05,4.16173098414409e-06
41,32.0,1311,10,730,1158,112968,0.32,0.1795890410958904,2.3863429592442452e-05,1.0021637564014644e-05
42,33.0,1338,7,733,1533,112593,0.673469387755102,0.26076788150458,1.404202138727512e-05,7.751800151361719e-06
43,182.0,4495,17,723,8596,105530,0.629757785467128,0.36571475063054265,2.4630803206703215e-06,4.955156222020454e-06
44,0.0,14,2,738,13,114113,0.0,0.009485094850948509,0.0,9.43733910179451e-06
45,69.0,1447,17,723,1581,112545,0.23875432525951557,0.11772841916849727,2.7604847411205408e-05,8.132245028757771e-06
46,22.0,952,9,731,841,113285,0.2716049382716049,0.14470284237726097,3.110503463262833e-05,9.992370845851567e-06
47,52.0,857,11,729,2677,111449,0.4297520661157025,0.10687118094525502,7.256155836551741e-06,2.8724751132292315e-06
48,62.0,578,8,732,1784,112342,0.96875,0.09870218579234973,1.9480584769450422e-05,2.8839706555886004e-06
49,125.0,1266,12,728,1473,112653,0.8680555555555556,0.14491758241758243,5.7610881358916255e-05,7.629361565442304e-06
50,20.0,967,5,735,113,114013,0.8,0.26312925170068024,0.0015662933667475918,7.505742436295691e-05
51,16.0,286,6,734,444,113682,0.4444444444444444,0.06494096276112625,8.116224332440549e-05,5.666192925389632e-06
52,55.0,1832,7,733,1170,112956,1.1224489795918366,0.35704541025141295,4.017824530645043e-05,1.386214070799219e-05
53,14.0,471,3,737,155,113971,1.5555555555555556,0.2130257801899593,0.0005827263267429761,2.666213051933698e-05
54,24.0,302,5,735,130,113996,0.96,0.08217687074829932,0.0014201183431952662,2.037858278428123e-05
55,60.0,1596,13,727,1123,113003,0.35502958579881655,0.16887101893979473,4.7576417638481076e-05,1.2576597368328089e-05
56,1.0,207,6,734,221,113905,0.027777777777777776,0.04700272479564033,2.047460125714052e-05,8.22309454115629e-06
57,20.0,694,5,735,320,113806,0.8,0.18884353741496598,0.0001953125,1.905655237860921e-05
58,3.0,695,13,727,1539,112587,0.01775147928994083,0.07353719183155222,1.2666132155889687e-06,4.011048725163767e-06
59,34.0,1204,12,728,1123,113003,0.2361111111111111,0.13782051282051283,2.6959969995139275e-05,9.487608541019436e-06
60,88.0,2086,14,726,2526,111600,0.4489795918367347,0.20523415977961432,1.3791642139484907e-05,7.3997451593038134e-06
61,65.0,2155,19,721,7134,106992,0.18005540166204986,0.15731075260967953,1.2771654064384383e-06,2.8233379361995535e-06
62,9.0,910,10,730,596,113530,0.09,0.12465753424657534,2.5336696545200668e-05,1.3448829715351825e-05
63,0.0,56,1,739,55,114071,0.0,0.07577807848443843,0.0,8.925860369259655e-06
64,1.0,215,5,735,589,113537,0.04,0.058503401360544216,2.8825006269438864e-06,3.215035335556154e-06
65,0.0,285,10,730,523,113603,0.0,0.03904109589041096,0.0,4.7968194360525814e-06
66,12.0,418,7,733,445,113681,0.24489795918367346,0.0814656012473202,6.059840929175609e-05,8.262821779335413e-06
67,41.0,2140,14,726,5023,109103,0.20918367346938777,0.21054702872884692,1.6250154723271954e-06,3.904935840544711e-06
68,15.0,1701,22,718,2853,111273,0.030991735537190084,0.10768548999746771,1.842840362479328e-06,5.358123812973583e-06
69,1.0,285,6,734,928,113198,0.027777777777777776,0.06471389645776567,1.1611920332936979e-06,2.7130520765871943e-06
70,2.0,357,9,731,606,113520,0.024691358024691357,0.05426356589147287,5.446089163371783e-06,5.189472435615655e-06
71,14.0,617,6,734,582,113544,0.3888888888888889,0.14009990917347864,4.1331585597713774e-05,9.336798571872346e-06
72,12.0,295,5,735,484,113642,0.48,0.08027210884353742,5.1226009152380304e-05,5.363370340467476e-06
73,8.0,1022,17,723,2628,111498,0.02768166089965398,0.08315027255715564,1.1583485656169713e-06,3.4878552878875755e-06
74,25.0,216,7,733,2621,111505,0.5102040816326531,0.042097057103878385,3.639200359960586e-06,7.390815963361809e-07
75,3.0,93,3,737,109,114017,0.3333333333333333,0.04206241519674356,0.00025250399797996804,7.4831911835455405e-06
76,1.0,130,4,736,162,113964,0.0625,0.044157608695652176,3.8103947568968146e-05,7.0414265540211746e-06
77,1.0,360,4,736,870,113256,0.0625,0.12228260869565218,1.3211784912141631e-06,3.6536086692826503e-06
78,28.0,946,13,727,1304,112822,0.16568047337278108,0.10009522801819913,1.646655877150062e-05,6.430129963122321e-06
