label,in_change,out_change,in_file,out_file,in_loc,out_loc,in_change_file_r,out_change_file_r,in_change_loc_r,out_change_loc_r
0,28088.0,8789,575,165,103053,11073,0.08495425330812854,0.0926376811594203,2.64484081427391e-06,7.702177544404515e-06
1,248.0,2913,34,706,1948,112178,0.21453287197231835,0.12135477420429928,6.535424106860509e-05,1.3330420196444174e-05
2,139.0,2214,19,721,1703,112423,0.3850415512465374,0.16161763632381926,4.792758039162005e-05,1.1563992420643891e-05
3,5.0,233,12,728,224,113902,0.034722222222222224,0.02667124542124542,9.964923469387755e-05,9.132223941884879e-06
4,40.0,996,8,732,816,113310,0.625,0.17008196721311475,6.007304882737409e-05,1.077211398194438e-05
5,8.0,170,6,734,83,114043,0.2222222222222222,0.03860127157129882,0.001161271592393671,1.7959828933685868e-05
6,10.0,405,7,733,524,113602,0.20408163265306123,0.07893198206977198,3.6419789056581784e-05,6.803584121395562e-06
7,53.0,896,8,732,753,113373,0.828125,0.15300546448087432,9.347294311025046e-05,1.0495506324368378e-05
8,6.0,73,3,737,399,113727,0.6666666666666666,0.033016734509271825,3.768820547609626e-05,1.6087419300931993e-06
9,0.0,14,1,739,15,114111,0.0,0.018944519621109608,0.0,8.179170573681182e-06
10,3.0,413,4,736,333,113793,0.1875,0.1402853260869565,2.705408110813516e-05,1.0899090807345269e-05
11,0.0,27,2,738,10,114116,0.0,0.018292682926829267,0.0,2.3660135300921868e-05
12,0.0,8,2,738,17,114109,0.0,0.005420054200542005,0.0,4.124023830671706e-06
13,1.0,76,2,738,34,114092,0.25,0.051490514905149054,0.0008650519031141869,1.9592032023691924e-05
14,226.0,1489,30,710,2720,111406,0.2511111111111111,0.06990610328638498,3.0547145328719725e-05,4.913797018008323e-06
15,0.0,7,2,738,9,114117,0.0,0.0047425474254742545,0.0,6.8156171103146575e-06
16,0.0,0,1,739,34,114092,0.0,0.0,0.0,0.0
17,0.0,36,2,738,9,114117,0.0,0.024390243902439025,0.0,3.50517451387611e-05
18,0.0,0,3,737,36,114090,0.0,0.0,0.0,0.0
19,0.0,153,1,739,3,114123,0.0,0.2070365358592693,0.0,0.00044688625430456614
20,0.0,16,1,739,20,114106,0.0,0.02165087956698241,0.0,7.0110248365554835e-06
21,0.0,14,1,739,6,114120,0.0,0.018944519621109608,0.0,2.0446313821708143e-05
22,7.0,358,4,736,76,114050,0.4375,0.12160326086956522,0.0012119113573407201,4.1302291238838e-05
23,0.0,4,1,739,23,114103,0.0,0.005412719891745603,0.0,1.5241759066655642e-06
24,0.0,44,1,739,326,113800,0.0,0.05953991880920163,0.0,1.1860221893969616e-06
25,0.0,32,1,739,6,114120,0.0,0.04330175913396482,0.0,4.673443159247576e-05
26,1.0,10,2,738,757,113369,0.25,0.006775067750677507,1.7450514702931163e-06,1.1652250288984546e-07
27,0.0,23,1,739,20,114106,0.0,0.03112313937753721,0.0,1.0078348202548508e-05
28,0.0,6,1,739,10,114116,0.0,0.008119079837618403,0.0,5.257807844649304e-06
29,0.0,2,1,739,44,114082,0.0,0.0027063599458728013,0.0,3.984374875488285e-07
30,0.0,4,1,739,54,114072,0.0,0.005412719891745603,0.0,6.493624559407574e-07
31,0.0,0,1,739,14,114112,0.0,0.0,0.0,0.0
32,1.0,25,2,738,47,114079,0.25,0.016937669376693765,0.0004526935264825713,4.662688957801359e-06
